674,826,111,243,0.79,1.0
674,826,222,220,0.69,0.94
674,826,347,316,0.62,1.0
674,826,213,355,0.74,0.99
674,826,213,229,0.75,1.0
674,826,307,287,0.66,0.99
674,826,138,413,0.68,0.98
674,826,125,359,0.81,0.99
674,826,251,252,0.81,0.99
674,826,232,216,0.76,1.0
674,826,184,300,0.79,1.0
674,826,170,351,0.72,1.0
674,826,280,250,0.75,1.0
674,826,177,212,0.75,1.0
674,826,281,472,0.64,1.0
674,826,288,348,0.63,1.0
674,826,259,216,0.78,1.0
674,826,144,234,0.72,1.0
674,826,300,274,0.71,1.0
674,826,323,268,0.69,0.99
674,826,109,378,0.77,1.0
674,826,120,311,0.8,0.99
674,826,238,257,0.76,1.0
674,826,230,224,0.82,0.95
674,826,223,155,0.8,0.9
674,826,177,405,0.73,1.0
674,826,221,379,0.69,0.99
674,826,245,388,0.71,1.0
674,826,172,293,0.74,1.0
674,826,273,294,0.73,1.0
674,826,336,355,0.61,0.99
674,826,198,265,0.76,0.98
674,826,86,299,0.74,0.99
674,826,261,238,0.69,1.0
674,826,132,167,0.8,0.98
674,826,160,204,0.82,1.0
674,826,185,467,0.72,0.98
674,826,148,217,0.84,1.0
674,826,260,326,0.72,0.99
674,826,178,339,0.72,1.0
674,826,134,165,0.85,1.0
674,826,205,162,0.83,0.99
674,826,219,190,0.84,1.0
674,826,209,161,0.78,1.0
674,826,113,226,0.8,0.98
674,826,235,217,0.75,1.0
674,826,285,151,0.75,1.0
674,826,180,145,0.86,0.99
674,826,195,287,0.7,0.83
674,826,234,224,0.74,1.0
674,826,355,262,0.64,1.0
674,826,101,324,0.79,1.0
674,826,297,226,0.77,0.75
674,826,136,157,0.87,0.99
674,826,181,282,0.79,1.0
674,826,184,229,0.84,1.0
674,826,263,241,0.79,1.0
674,826,285,249,0.73,1.0
674,826,296,310,0.58,1.0
674,826,203,300,0.71,1.0
674,826,141,356,0.71,1.0
674,826,186,231,0.76,0.99
674,826,190,332,0.74,1.0
674,826,135,131,0.87,0.85
674,826,282,324,0.71,0.98
674,826,160,369,0.74,0.99
674,826,190,280,0.79,0.91
674,826,243,226,0.72,1.0
674,826,210,497,0.66,1.0
674,826,278,399,0.61,1.0
674,826,233,169,0.72,1.0
674,826,241,365,0.72,1.0
674,826,149,329,0.72,1.0
674,826,337,341,0.68,0.99
674,826,142,214,0.82,1.0
674,826,142,376,0.75,1.0
674,826,180,216,0.77,1.0
674,826,132,217,0.82,1.0
674,826,300,335,0.71,1.0
674,826,237,382,0.63,1.0
674,826,140,206,0.81,1.0
674,826,117,285,0.82,1.0
674,826,83,261,0.83,0.95
674,826,193,240,0.74,1.0
674,826,198,373,0.66,1.0
674,826,121,197,0.86,1.0
674,826,117,472,0.66,0.95
674,826,202,276,0.64,0.94
674,826,213,326,0.69,1.0
674,826,302,394,0.55,1.0
674,826,228,357,0.63,1.0
674,826,230,186,0.75,1.0
674,826,122,243,0.81,1.0
674,826,330,372,0.62,1.0
674,826,180,208,0.8,0.99
674,826,157,250,0.82,1.0
674,826,260,261,0.69,1.0
674,826,259,262,0.77,0.99
674,826,270,390,0.66,0.96
674,826,205,248,0.82,0.74
674,826,113,420,0.73,1.0
674,826,151,213,0.81,0.67
674,826,277,206,0.75,1.0
