674,826,6,3,0.99,0.93
674,826,5,11,0.99,0.82
674,826,6,6,0.99,0.74
674,826,8,8,1.0,0.0
674,826,8,6,1.0,0.02
674,826,6,10,0.97,1.0
674,826,7,8,0.99,0.95
674,826,4,7,1.0,1.0
674,826,14,9,1.0,0.0
674,826,4,4,1.0,0.95
674,826,5,12,1.0,0.05
674,826,6,8,1.0,0.13
674,826,6,9,1.0,0.08
674,826,8,5,1.0,1.0
674,826,6,5,0.97,0.88
674,826,8,2,1.0,0.0
674,826,3,2,1.0,1.0
674,826,3,6,1.0,1.0
674,826,16,5,1.0,0.25
674,826,1,2,0.99,1.0
674,826,10,8,0.99,0.65
674,826,5,2,1.0,0.01
674,826,5,4,0.98,1.0
674,826,1,3,1.0,1.0
674,826,9,9,0.99,0.13
674,826,9,3,1.0,1.0
674,826,8,10,0.99,0.01
674,826,5,10,1.0,0.0
674,826,3,9,1.0,0.76
674,826,18,6,0.98,0.01
674,826,8,6,1.0,0.0
674,826,5,8,0.98,1.0
674,826,2,4,1.0,1.0
674,826,2,2,0.99,1.0
674,826,6,7,0.99,1.0
674,826,12,8,1.0,0.5
674,826,1,2,1.0,1.0
674,826,9,11,1.0,0.0
674,826,7,4,0.97,1.0
674,826,7,8,1.0,0.09
674,826,11,5,1.0,1.0
674,826,3,12,0.99,1.0
674,826,9,7,1.0,0.57
674,826,19,5,0.99,0.0
674,826,6,12,0.98,0.55
674,826,10,6,1.0,0.0
674,826,7,5,0.99,1.0
674,826,7,7,1.0,0.03
674,826,11,10,1.0,0.64
674,826,5,6,0.99,0.86
674,826,3,2,0.99,1.0
674,826,11,5,1.0,0.73
674,826,4,6,0.99,1.0
674,826,9,4,1.0,0.86
674,826,10,11,1.0,0.56
674,826,1,5,1.0,1.0
674,826,5,5,1.0,1.0
674,826,5,5,1.0,0.0
674,826,7,11,1.0,0.62
674,826,6,8,0.99,1.0
674,826,6,10,0.99,0.75
674,826,8,12,1.0,0.01
674,826,5,2,1.0,1.0
674,826,10,9,1.0,0.0
674,826,2,5,1.0,1.0
674,826,7,10,1.0,0.02
674,826,4,4,0.97,1.0
674,826,1,6,1.0,0.02
674,826,6,8,1.0,0.61
674,826,6,18,1.0,0.0
674,826,4,8,0.99,1.0
674,826,9,8,0.99,0.05
674,826,11,3,0.99,0.0
674,826,4,19,0.99,0.0
674,826,3,2,1.0,1.0
674,826,4,13,1.0,0.0
674,826,10,7,1.0,0.0
674,826,8,6,1.0,0.01
674,826,2,2,0.99,1.0
674,826,2,5,1.0,1.0
674,826,5,11,1.0,1.0
674,826,2,5,0.99,1.0
674,826,9,3,1.0,0.96
674,826,2,6,0.99,1.0
674,826,7,8,1.0,0.51
674,826,9,1,0.99,0.01
674,826,3,6,0.97,1.0
674,826,6,16,0.98,0.04
674,826,3,5,1.0,1.0
674,826,3,5,0.99,1.0
674,826,8,7,1.0,0.0
674,826,5,16,1.0,0.58
674,826,14,7,1.0,0.67
674,826,13,7,0.99,0.05
674,826,6,9,1.0,0.0
674,826,1,1,1.0,1.0
674,826,11,2,1.0,0.0
674,826,4,11,1.0,0.61
674,826,10,5,1.0,0.01
674,826,2,1,1.0,1.0
674,826,5,7,1.0,1.0
674,826,2,4,0.98,1.0
674,826,11,15,0.98,0.06
674,826,1,12,1.0,0.02
674,826,7,5,0.99,1.0
674,826,7,7,1.0,0.02
674,826,5,4,1.0,1.0
674,826,18,4,1.0,0.0
674,826,5,25,1.0,0.82
674,826,9,6,1.0,0.1
674,826,7,7,0.99,0.02
674,826,4,3,0.99,1.0
674,826,9,3,1.0,0.0
674,826,3,4,0.99,0.89
674,826,7,10,1.0,0.01
674,826,7,8,0.99,0.69
674,826,20,5,1.0,0.06
674,826,9,6,1.0,1.0
674,826,1,1,1.0,1.0
674,826,10,4,0.98,1.0
674,826,9,5,1.0,0.66
